Qty-1,Part References,Value,Package,Mfg Part Num,Mfg Name,VID,Vendor Part Num,Description,Type,Tolerance,Voltage Rating,Package,Value,Cost,Category,XREF
2,"X-206, X-207",,M12-VERT-PCB,43-01169,Conec,DK,626-1497-ND,CONN RCPT PNL MNT 5POS PIN PCB,Connector,*,*,M12,*,REF269,*,*
1,"X-340",,MICROFIT-2-SINGLE-VERT-SMD,43045-0218,Molex,NW,28M9399,Micro-Fit header, 2pos, vert, SMT, Solder Tab Retention, Tin Plating,Connector,*,*,*,*,REF51,*,*
1,"X-339",,MICROFIT-6-VERT-SMD-CLIP_RETENTION,43045-0615,Molex,DK,WM6688CT-ND,Micro-Fit header, 6pos, vertical, SMT, Press-Fit Retention, Tin Plating,Connector,*,*,*,*,REF72,*,*
